2026-06-26 20:33:17.825266 - TCP Packet | 40.74.98.199 -> 192.168.1.7
2026-06-29 19:03:23.238735 : TCP | 52.182.143.211:443 -> 192.168.1.7:50063
2026-06-29 19:03:23.242811 : TCP | 52.182.143.211:443 -> 192.168.1.7:50063
2026-06-29 19:03:23.253887 : TCP | 52.182.143.211:443 -> 192.168.1.7:50063
2026-06-29 19:03:23.259667 : TCP | 52.182.143.211:443 -> 192.168.1.7:50063
2026-06-29 19:03:23.271756 : TCP | 52.182.143.211:443 -> 192.168.1.7:50063
2026-06-29 19:03:23.309969 : TCP | 52.182.143.211:443 -> 192.168.1.7:50063
2026-06-29 19:03:23.344872 : TCP | 52.182.143.211:443 -> 192.168.1.7:50063
2026-06-29 19:03:23.409704 : TCP | 52.182.143.211:443 -> 192.168.1.7:50063
2026-06-29 19:03:23.429219 : TCP | 52.182.143.211:443 -> 192.168.1.7:50063
2026-06-29 19:03:23.454256 : TCP | 52.182.143.211:443 -> 192.168.1.7:50063
2026-06-29 19:03:23.521940 : TCP | 52.182.143.211:443 -> 192.168.1.7:50063
2026-06-29 19:03:23.532017 : TCP | 52.182.143.211:443 -> 192.168.1.7:50063
2026-06-29 19:03:23.539543 : TCP | 52.182.143.211:443 -> 192.168.1.7:50063
2026-06-29 19:03:23.544544 : TCP | 52.182.143.211:443 -> 192.168.1.7:50063
2026-06-29 19:03:23.558545 : TCP | 52.182.143.211:443 -> 192.168.1.7:50063
2026-06-29 19:03:23.568151 : TCP | 52.182.143.211:443 -> 192.168.1.7:50063
2026-06-29 19:03:23.574150 : TCP | 52.182.143.211:443 -> 192.168.1.7:50063
2026-06-29 19:03:23.588352 : TCP | 52.182.143.211:443 -> 192.168.1.7:50063
2026-06-29 19:03:23.616655 : TCP | 52.182.143.211:443 -> 192.168.1.7:50063
2026-06-29 19:03:23.715414 : TCP | 52.182.143.211:443 -> 192.168.1.7:50063
2026-06-29 19:03:23.738405 : TCP | 52.182.143.211:443 -> 192.168.1.7:50063
2026-06-29 19:03:24.120974 : TCP | 52.182.143.211:443 -> 192.168.1.7:50063
2026-06-29 19:03:24.216150 : TCP | 52.182.143.211:443 -> 192.168.1.7:50063
2026-06-29 19:03:24.253911 : TCP | 52.182.143.211:443 -> 192.168.1.7:50063
2026-06-29 19:03:24.276767 : TCP | 52.182.143.211:443 -> 192.168.1.7:50063
2026-06-29 19:03:24.288774 : TCP | 52.182.143.211:443 -> 192.168.1.7:50063
2026-06-29 19:03:24.351787 : TCP | 52.182.143.211:443 -> 192.168.1.7:50063
2026-06-29 19:03:24.361863 : TCP | 52.182.143.211:443 -> 192.168.1.7:50063
2026-06-29 19:03:24.385750 : TCP | 52.182.143.211:443 -> 192.168.1.7:50063
2026-06-29 19:03:24.411230 : TCP | 52.182.143.211:443 -> 192.168.1.7:50063
2026-06-29 19:03:24.678684 : TCP | 52.182.143.211:443 -> 192.168.1.7:50063
2026-06-29 19:03:24.803667 : TCP | 52.182.143.211:443 -> 192.168.1.7:50063
2026-06-29 19:03:25.255446 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:25.283896 : TCP | 52.182.143.211:443 -> 192.168.1.7:50063
2026-06-29 19:03:25.300793 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:25.356468 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:25.365517 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:25.375499 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:25.389995 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:25.403428 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:25.411428 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:25.437534 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:25.447951 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:25.488496 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:25.520373 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:25.555275 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:25.563020 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:25.566738 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:25.583047 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:25.612548 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:25.621047 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:25.625061 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:25.630062 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:25.653764 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:25.668594 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:25.672594 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:25.675592 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:25.682467 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:25.689448 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:25.693451 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:25.701531 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:25.705533 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:25.789846 : TCP | 52.182.143.211:443 -> 192.168.1.7:50063
2026-06-29 19:03:25.818625 : TCP | 52.182.143.211:443 -> 192.168.1.7:50063
2026-06-29 19:03:25.822653 : TCP | 52.182.143.211:443 -> 192.168.1.7:50063
2026-06-29 19:03:25.854832 : TCP | 52.182.143.211:443 -> 192.168.1.7:50063
2026-06-29 19:03:25.860045 : TCP | 52.182.143.211:443 -> 192.168.1.7:50063
2026-06-29 19:03:25.872484 : TCP | 52.182.143.211:443 -> 192.168.1.7:50063
2026-06-29 19:03:25.889717 : TCP | 52.182.143.211:443 -> 192.168.1.7:50063
2026-06-29 19:03:25.938702 : TCP | 52.182.143.211:443 -> 192.168.1.7:50063
2026-06-29 19:03:26.011322 : TCP | 52.182.143.211:443 -> 192.168.1.7:50063
2026-06-29 19:03:26.035438 : TCP | 52.182.143.211:443 -> 192.168.1.7:50063
2026-06-29 19:03:26.136265 : TCP | 52.182.143.211:443 -> 192.168.1.7:50063
2026-06-29 19:03:26.203550 : TCP | 52.182.143.211:443 -> 192.168.1.7:50063
2026-06-29 19:03:26.730264 : TCP | 52.182.143.211:443 -> 192.168.1.7:50063
2026-06-29 19:03:27.588237 : TCP | 52.182.143.211:443 -> 192.168.1.7:50063
2026-06-29 19:03:28.597532 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:28.910633 : TCP | 52.182.143.211:443 -> 192.168.1.7:50063
2026-06-29 19:03:29.155455 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:29.427668 : TCP | 13.107.246.68:443 -> 192.168.1.7:57143
2026-06-29 19:03:29.483118 : TCP | 13.107.246.68:443 -> 192.168.1.7:57143
2026-06-29 19:03:29.556769 : TCP | 192.168.1.7:57143 -> 13.107.246.68:443
2026-06-29 19:03:29.624284 : TCP | 13.107.246.68:443 -> 192.168.1.7:57143
2026-06-29 19:03:29.725305 : TCP | 192.168.1.7:57143 -> 13.107.246.68:443
2026-06-29 19:03:29.836201 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:29.941141 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:29.973674 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:30.027198 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:30.072426 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:30.120045 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:30.327505 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:30.417428 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:30.441242 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:30.469812 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:30.485693 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:30.491735 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:30.503570 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:30.509616 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:30.517424 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:30.519435 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:30.527226 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:30.539331 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:30.543106 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:30.552670 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:30.554678 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:30.558694 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:30.562712 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:30.566736 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:30.570760 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:30.574525 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:30.589473 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:30.592468 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:30.606371 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:30.608384 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:30.612423 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:30.616253 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:30.625251 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:30.628253 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:30.631882 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:30.634882 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:30.637882 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:30.640883 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:30.701858 : TCP | 52.182.143.211:443 -> 192.168.1.7:50063
2026-06-29 19:03:30.736813 : TCP | 52.182.143.211:443 -> 192.168.1.7:50063
2026-06-29 19:03:30.752937 : TCP | 52.182.143.211:443 -> 192.168.1.7:50063
2026-06-29 19:03:30.772852 : TCP | 52.182.143.211:443 -> 192.168.1.7:50063
2026-06-29 19:03:30.788714 : TCP | 52.182.143.211:443 -> 192.168.1.7:50063
2026-06-29 19:03:30.798522 : TCP | 52.182.143.211:443 -> 192.168.1.7:50063
2026-06-29 19:03:30.814370 : TCP | 52.182.143.211:443 -> 192.168.1.7:50063
2026-06-29 19:03:30.820406 : TCP | 52.182.143.211:443 -> 192.168.1.7:50063
2026-06-29 19:03:30.832954 : TCP | 52.182.143.211:443 -> 192.168.1.7:50063
2026-06-29 19:03:30.837951 : TCP | 52.182.143.211:443 -> 192.168.1.7:50063
2026-06-29 19:03:30.852365 : TCP | 52.182.143.211:443 -> 192.168.1.7:50063
2026-06-29 19:03:30.860405 : TCP | 52.182.143.211:443 -> 192.168.1.7:50063
2026-06-29 19:03:30.888054 : TCP | 52.182.143.211:443 -> 192.168.1.7:50063
2026-06-29 19:03:31.010561 : TCP | 52.182.143.211:443 -> 192.168.1.7:50063
2026-06-29 19:03:31.038726 : TCP | 52.182.143.211:443 -> 192.168.1.7:50063
2026-06-29 19:03:31.074638 : TCP | 52.182.143.211:443 -> 192.168.1.7:50063
2026-06-29 19:03:31.131300 : TCP | 52.182.143.211:443 -> 192.168.1.7:50063
2026-06-29 19:03:31.144285 : TCP | 52.182.143.211:443 -> 192.168.1.7:50063
2026-06-29 19:03:31.161867 : TCP | 52.182.143.211:443 -> 192.168.1.7:50063
2026-06-29 19:03:31.182775 : TCP | 52.182.143.211:443 -> 192.168.1.7:50063
2026-06-29 19:03:31.236320 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:31.379170 : TCP | 52.182.143.211:443 -> 192.168.1.7:50063
2026-06-29 19:03:31.517628 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:31.736061 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:32.258556 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:33.668158 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:33.735708 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:33.767204 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:33.803888 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:33.824519 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:33.856562 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:33.874095 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:33.893078 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:33.910061 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:33.938607 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:33.973336 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:33.999341 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:34.021338 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:34.090499 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:34.166683 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:34.206266 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:34.308082 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:34.354754 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:34.471389 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:34.556641 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:34.928265 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:34.999824 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:35.032176 : TCP | 192.168.1.7:62338 -> 192.168.0.101:7680
2026-06-29 19:03:35.059034 : TCP | 52.182.143.211:443 -> 192.168.1.7:50063
2026-06-29 19:03:35.065826 : TCP | 52.182.143.211:443 -> 192.168.1.7:50063
2026-06-29 19:03:35.070824 : TCP | 52.182.143.211:443 -> 192.168.1.7:50063
2026-06-29 19:03:35.074824 : TCP | 52.182.143.211:443 -> 192.168.1.7:50063
2026-06-29 19:03:35.085686 : TCP | 52.182.143.211:443 -> 192.168.1.7:50063
2026-06-29 19:03:35.089670 : TCP | 52.182.143.211:443 -> 192.168.1.7:50063
2026-06-29 19:03:35.110186 : TCP | 52.182.143.211:443 -> 192.168.1.7:50063
2026-06-29 19:03:35.118841 : TCP | 52.182.143.211:443 -> 192.168.1.7:50063
2026-06-29 19:03:35.131778 : TCP | 52.182.143.211:443 -> 192.168.1.7:50063
2026-06-29 19:03:35.151932 : TCP | 52.182.143.211:443 -> 192.168.1.7:50063
2026-06-29 19:03:35.178069 : TCP | 52.182.143.211:443 -> 192.168.1.7:50063
2026-06-29 19:03:35.195392 : TCP | 52.182.143.211:443 -> 192.168.1.7:50063
2026-06-29 19:03:35.473710 : TCP | 52.182.143.211:443 -> 192.168.1.7:50063
2026-06-29 19:03:35.522723 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:35.720337 : TCP | 52.182.143.211:443 -> 192.168.1.7:50063
2026-06-29 19:03:36.005791 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:36.310939 : TCP | 192.168.1.7:58932 -> 20.135.4.173:443
2026-06-29 19:03:37.165742 : TCP | 20.135.4.173:443 -> 192.168.1.7:58932
2026-06-29 19:03:37.268956 : TCP | 192.168.1.7:58932 -> 20.135.4.173:443
2026-06-29 19:03:37.437373 : TCP | 192.168.1.7:58932 -> 20.135.4.173:443
2026-06-29 19:03:37.510565 : TCP | 192.168.1.7:58932 -> 20.135.4.173:443
2026-06-29 19:03:37.610842 : UDP | 192.168.1.7:49336 -> 224.0.0.252:5355
2026-06-29 19:03:37.667340 : TCP | 20.135.4.173:443 -> 192.168.1.7:58932
2026-06-29 19:03:37.709115 : TCP | 20.135.4.173:443 -> 192.168.1.7:58932
2026-06-29 19:03:37.747654 : TCP | 192.168.1.7:58932 -> 20.135.4.173:443
2026-06-29 19:03:38.488385 : TCP | 20.135.4.173:443 -> 192.168.1.7:58932
2026-06-29 19:03:38.544404 : TCP | 192.168.1.7:58932 -> 20.135.4.173:443
2026-06-29 19:03:38.577945 : TCP | 20.135.4.173:443 -> 192.168.1.7:58932
2026-06-29 19:03:38.607946 : TCP | 192.168.1.7:58932 -> 20.135.4.173:443
2026-06-29 19:03:38.656471 : TCP | 20.135.4.173:443 -> 192.168.1.7:58932
2026-06-29 19:03:38.701485 : TCP | 192.168.1.7:58932 -> 20.135.4.173:443
2026-06-29 19:03:38.744521 : TCP | 20.135.4.173:443 -> 192.168.1.7:58932
2026-06-29 19:03:38.759052 : TCP | 20.135.4.173:443 -> 192.168.1.7:58932
2026-06-29 19:03:38.778048 : TCP | 192.168.1.7:58932 -> 20.135.4.173:443
2026-06-29 19:03:38.804055 : TCP | 192.168.1.7:58932 -> 20.135.4.173:443
2026-06-29 19:03:38.856095 : TCP | 192.168.1.7:58932 -> 20.135.4.173:443
2026-06-29 19:03:38.883640 : UDP | 192.168.1.7:49336 -> 224.0.0.252:5355
2026-06-29 19:03:38.906621 : TCP | 192.168.1.7:55833 -> 52.182.143.213:443
2026-06-29 19:03:38.938630 : TCP | 192.168.1.7:55833 -> 52.182.143.213:443
2026-06-29 19:03:39.026901 : TCP | 20.135.4.173:443 -> 192.168.1.7:58932
2026-06-29 19:03:39.098846 : TCP | 20.135.4.173:443 -> 192.168.1.7:58932
2026-06-29 19:03:39.232533 : TCP | 20.135.4.173:443 -> 192.168.1.7:58932
2026-06-29 19:03:39.244612 : TCP | 192.168.1.7:58932 -> 20.135.4.173:443
2026-06-29 19:03:39.290526 : TCP | 192.168.1.7:60706 -> 20.190.145.142:443
2026-06-29 19:03:39.305729 : TCP | 20.190.145.142:443 -> 192.168.1.7:60706
2026-06-29 19:03:39.309761 : TCP | 192.168.1.7:60706 -> 20.190.145.142:443
2026-06-29 19:03:39.323977 : TCP | 192.168.1.7:60706 -> 20.190.145.142:443
2026-06-29 19:03:39.354809 : TCP | 192.168.1.7:60706 -> 20.190.145.142:443
2026-06-29 19:03:39.360851 : TCP | 20.190.145.142:443 -> 192.168.1.7:60706
2026-06-29 19:03:39.376637 : TCP | 20.190.145.142:443 -> 192.168.1.7:60706
2026-06-29 19:03:39.399282 : TCP | 20.190.145.142:443 -> 192.168.1.7:60706
2026-06-29 19:03:39.426508 : TCP | 192.168.1.7:60706 -> 20.190.145.142:443
2026-06-29 19:03:39.441244 : TCP | 192.168.1.7:60706 -> 20.190.145.142:443
2026-06-29 19:03:39.457513 : TCP | 20.190.145.142:443 -> 192.168.1.7:60706
2026-06-29 19:03:39.473524 : TCP | 52.182.143.213:443 -> 192.168.1.7:55833
2026-06-29 19:03:39.494261 : TCP | 192.168.1.7:60706 -> 20.190.145.142:443
2026-06-29 19:03:39.523434 : TCP | 192.168.1.7:60706 -> 20.190.145.142:443
2026-06-29 19:03:39.740874 : TCP | 20.190.145.142:443 -> 192.168.1.7:60706
2026-06-29 19:03:39.840164 : TCP | 52.182.143.213:443 -> 192.168.1.7:55833
2026-06-29 19:03:39.918654 : TCP | 192.168.1.7:55833 -> 52.182.143.213:443
2026-06-29 19:03:41.140217 : UDP | 192.168.1.7:63230 -> 224.0.0.252:5355
2026-06-29 19:03:41.409370 : TCP | 20.190.145.142:443 -> 192.168.1.7:60706
2026-06-29 19:03:41.425951 : TCP | 20.190.145.142:443 -> 192.168.1.7:60706
2026-06-29 19:03:41.457767 : TCP | 20.190.145.142:443 -> 192.168.1.7:60706
2026-06-29 19:03:41.477900 : TCP | 20.190.145.142:443 -> 192.168.1.7:60706
2026-06-29 19:03:41.488320 : TCP | 20.190.145.142:443 -> 192.168.1.7:60706
2026-06-29 19:03:41.491322 : TCP | 192.168.1.7:60706 -> 20.190.145.142:443
2026-06-29 19:03:41.509379 : TCP | 192.168.1.7:60706 -> 20.190.145.142:443
2026-06-29 19:03:41.536559 : TCP | 20.190.145.142:443 -> 192.168.1.7:60706
2026-06-29 19:03:41.551616 : TCP | 192.168.1.7:60706 -> 20.190.145.142:443
2026-06-29 19:03:41.555613 : TCP | 192.168.1.7:55833 -> 52.182.143.213:443
2026-06-29 19:03:41.558612 : TCP | 52.182.143.213:443 -> 192.168.1.7:55833
2026-06-29 19:03:41.591785 : UDP | 192.168.1.7:63230 -> 224.0.0.252:5355
2026-06-29 19:03:41.765502 : TCP | 52.182.143.213:443 -> 192.168.1.7:55833
2026-06-29 19:03:41.794670 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:41.826182 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:41.849312 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:41.872447 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:41.888660 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:41.910074 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:41.930388 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:41.960810 : TCP | 52.182.143.211:443 -> 192.168.1.7:50063
2026-06-29 19:03:41.992326 : TCP | 52.182.143.211:443 -> 192.168.1.7:50063
2026-06-29 19:03:42.031172 : TCP | 52.182.143.211:443 -> 192.168.1.7:50063
2026-06-29 19:03:42.064912 : TCP | 52.182.143.211:443 -> 192.168.1.7:50063
2026-06-29 19:03:42.086559 : TCP | 192.168.1.7:50063 -> 52.182.143.211:443
2026-06-29 19:03:42.327354 : TCP | 192.168.1.7:56545 -> 43.159.94.130:443
2026-06-29 19:03:42.366839 : TCP | 192.168.1.7:62485 -> 43.159.94.130:443
2026-06-29 19:03:42.385392 : TCP | 192.168.1.7:54014 -> 43.159.94.130:443
2026-06-29 19:03:42.403256 : TCP | 192.168.1.7:64402 -> 43.159.94.130:443
2026-06-29 19:03:42.421628 : TCP | 192.168.1.7:57595 -> 43.159.94.130:443
2026-06-29 19:03:42.440115 : TCP | 192.168.1.7:61414 -> 43.159.94.130:443
2026-06-29 19:03:42.459370 : TCP | 43.159.94.130:443 -> 192.168.1.7:56545
2026-06-29 19:03:42.476451 : TCP | 192.168.1.7:56545 -> 43.159.94.130:443
2026-06-29 19:03:42.486525 : TCP | 192.168.1.7:56545 -> 43.159.94.130:443
2026-06-29 19:03:42.498527 : TCP | 192.168.1.7:56545 -> 43.159.94.130:443
2026-06-29 19:03:42.510046 : TCP | 43.159.94.130:443 -> 192.168.1.7:54014
2026-06-29 19:03:42.525257 : TCP | 192.168.1.7:54014 -> 43.159.94.130:443
2026-06-29 19:03:42.545921 : TCP | 192.168.1.7:54014 -> 43.159.94.130:443
2026-06-29 19:03:42.561922 : TCP | 192.168.1.7:54014 -> 43.159.94.130:443
2026-06-29 19:03:42.574974 : TCP | 43.159.94.130:443 -> 192.168.1.7:61414
2026-06-29 19:03:42.590730 : TCP | 192.168.1.7:61414 -> 43.159.94.130:443
2026-06-29 19:03:42.606119 : TCP | 192.168.1.7:61414 -> 43.159.94.130:443
2026-06-29 19:03:42.614973 : TCP | 192.168.1.7:61414 -> 43.159.94.130:443
2026-06-29 19:03:42.627976 : TCP | 43.159.94.130:443 -> 192.168.1.7:62485
2026-06-29 19:03:42.648031 : TCP | 43.159.94.130:443 -> 192.168.1.7:64402
2026-06-29 19:03:42.662559 : TCP | 43.159.94.130:443 -> 192.168.1.7:57595
2026-06-29 19:03:42.674956 : TCP | 192.168.1.7:62485 -> 43.159.94.130:443
2026-06-29 19:03:42.678955 : TCP | 192.168.1.7:64402 -> 43.159.94.130:443
2026-06-29 19:03:42.688834 : TCP | 192.168.1.7:57595 -> 43.159.94.130:443
2026-06-29 19:03:42.695830 : TCP | 192.168.1.7:62485 -> 43.159.94.130:443
2026-06-29 19:03:42.728576 : TCP | 192.168.1.7:62485 -> 43.159.94.130:443
2026-06-29 19:03:42.809637 : TCP | 192.168.1.7:64402 -> 43.159.94.130:443
2026-06-29 19:03:42.817638 : TCP | 192.168.1.7:64402 -> 43.159.94.130:443
2026-06-29 19:03:42.822591 : TCP | 192.168.1.7:57595 -> 43.159.94.130:443
2026-06-29 19:03:42.840114 : TCP | 192.168.1.7:57595 -> 43.159.94.130:443
2026-06-29 19:03:42.867534 : TCP | 43.159.94.130:443 -> 192.168.1.7:56545
2026-06-29 19:03:42.877064 : TCP | 43.159.94.130:443 -> 192.168.1.7:56545
2026-06-29 19:03:42.899983 : TCP | 43.159.94.130:443 -> 192.168.1.7:56545
2026-06-29 19:03:42.910979 : TCP | 43.159.94.130:443 -> 192.168.1.7:56545
2026-06-29 19:03:42.938003 : TCP | 192.168.1.7:56545 -> 43.159.94.130:443
2026-06-29 19:03:42.949038 : TCP | 43.159.94.130:443 -> 192.168.1.7:56545
2026-06-29 19:03:43.052358 : TCP | 43.159.94.130:443 -> 192.168.1.7:56545
2026-06-29 19:03:43.092654 : TCP | 192.168.1.7:56545 -> 43.159.94.130:443
2026-06-29 19:03:43.131996 : TCP | 43.159.94.130:443 -> 192.168.1.7:56545
2026-06-29 19:03:43.163817 : TCP | 43.159.94.130:443 -> 192.168.1.7:56545
2026-06-29 19:03:43.189574 : TCP | 43.159.94.130:443 -> 192.168.1.7:54014
2026-06-29 19:03:43.209510 : TCP | 43.159.94.130:443 -> 192.168.1.7:54014
2026-06-29 19:03:43.227409 : TCP | 192.168.1.7:56545 -> 43.159.94.130:443
2026-06-29 19:03:43.253117 : TCP | 43.159.94.130:443 -> 192.168.1.7:54014
2026-06-29 19:03:43.274054 : TCP | 43.159.94.130:443 -> 192.168.1.7:54014
2026-06-29 19:03:43.343565 : TCP | 43.159.94.130:443 -> 192.168.1.7:54014
2026-06-29 19:03:43.395064 : TCP | 43.159.94.130:443 -> 192.168.1.7:54014
